"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"CHANDIGARH","M","Urban","NeverMarried","In Movement",835,2293,0.364151766245094,280678,563513,0.498086113363844
"CHANDIGARH","M","Urban","NeverMarried","In Speech",299,536,0.557835820895522,280678,563513,0.498086113363844
"CHANDIGARH","M","Urban","NeverMarried","In Hearing",460,1243,0.370072405470636,280678,563513,0.498086113363844
"CHANDIGARH","M","Urban","NeverMarried","Total disabled population",4084,8531,0.478724651271832,280678,563513,0.498086113363844
"CHANDIGARH","M","Urban","NeverMarried","Any Other",723,1526,0.473787680209699,280678,563513,0.498086113363844
"CHANDIGARH","M","Urban","Seperated","Any Other",2,1526,0.00131061598951507,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","In Movement",10,2293,0.00436109899694723,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","Multiple Disability",2,758,0.00263852242744063,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","Mental Retardation",8,677,0.0118168389955687,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","Total disabled population",38,8531,0.0044543429844098,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","Mental Illness",5,434,0.0115207373271889,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","In Hearing",6,1243,0.00482703137570394,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","In Seeing",4,1064,0.0037593984962406,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Seperated","In Speech",1,536,0.00186567164179104,966,563513,0.00171424616645934
"CHANDIGARH","M","Urban","Widowed","In Speech",5,536,0.00932835820895522,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","In Movement",101,2293,0.044047099869167,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","In Hearing",60,1243,0.0482703137570394,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","Mental Retardation",2,677,0.00295420974889217,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","Total disabled population",294,8531,0.0344625483530653,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","Multiple Disability",40,758,0.0527704485488127,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","Any Other",31,1526,0.0203145478374836,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","In Seeing",46,1064,0.0432330827067669,7208,563513,0.0127911867161893
"CHANDIGARH","M","Urban","Widowed","Mental Illness",9,434,0.0207373271889401,7208,563513,0.0127911867161893
"CHANDIGARH","P","Rural","Divorced","Any Other",0,40,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","Multiple Disability",0,29,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","In Seeing",0,31,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","In Speech",0,49,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","In Movement",0,129,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","Total disabled population",0,346,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","In Hearing",0,32,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","Mental Retardation",0,16,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Divorced","Mental Illness",0,20,0,20,28991,0.000689869269773378
"CHANDIGARH","P","Rural","Married","Mental Illness",6,20,0.3,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","In Hearing",18,32,0.5625,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","In Movement",77,129,0.596899224806202,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","Total disabled population",158,346,0.456647398843931,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","In Speech",27,49,0.551020408163265,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","Multiple Disability",3,29,0.103448275862069,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","Any Other",13,40,0.325,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","In Seeing",13,31,0.419354838709677,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","Married","Mental Retardation",1,16,0.0625,14361,28991,0.495360629160774
"CHANDIGARH","P","Rural","NeverMarried","In Speech",19,49,0.387755102040816,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","In Movement",40,129,0.310077519379845,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","Multiple Disability",24,29,0.827586206896552,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","In Seeing",15,31,0.483870967741935,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","Any Other",27,40,0.675,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","Total disabled population",164,346,0.473988439306358,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","In Hearing",11,32,0.34375,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","Mental Illness",14,20,0.7,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","NeverMarried","Mental Retardation",14,16,0.875,13962,28991,0.481597737228795
"CHANDIGARH","P","Rural","Seperated","In Speech",0,49,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","Any Other",0,40,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","Mental Illness",0,20,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","Total disabled population",1,346,0.00289017341040462,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","Multiple Disability",0,29,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","In Hearing",0,32,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","Mental Retardation",0,16,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","In Seeing",0,31,0,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Seperated","In Movement",1,129,0.00775193798449612,46,28991,0.00158669932047877
"CHANDIGARH","P","Rural","Widowed","Mental Illness",0,20,0,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","In Seeing",3,31,0.0967741935483871,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","In Speech",3,49,0.0612244897959184,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","Any Other",0,40,0,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","Mental Retardation",1,16,0.0625,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","In Movement",11,129,0.0852713178294574,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","Multiple Disability",2,29,0.0689655172413793,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","Total disabled population",23,346,0.0664739884393064,602,28991,0.0207650650201787
"CHANDIGARH","P","Rural","Widowed","In Hearing",3,32,0.09375,602,28991,0.0207650650201787
"CHANDIGARH","P","Total","Divorced","Any Other",7,2583,0.002710027100271,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","Mental Illness",24,756,0.0317460317460317,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","Multiple Disability",7,1342,0.00521609538002981,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","In Movement",14,3815,0.0036697247706422,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","In Speech",1,961,0.00104058272632674,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","Total disabled population",69,14796,0.00466342254663423,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","Mental Retardation",3,1090,0.00275229357798165,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","In Hearing",8,2475,0.00323232323232323,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Divorced","In Seeing",5,1774,0.0028184892897407,1516,1055450,0.00143635416173196
"CHANDIGARH","P","Total","Married","Mental Retardation",168,1090,0.154128440366972,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","In Movement",2098,3815,0.549934469200524,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","In Hearing",1321,2475,0.533737373737374,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","Any Other",1245,2583,0.481997677119628,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","In Speech",441,961,0.458896982310094,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","In Seeing",897,1774,0.505636978579481,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","Multiple Disability",418,1342,0.311475409836066,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","Mental Illness",238,756,0.314814814814815,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","Married","Total disabled population",6826,14796,0.461340902946742,527989,1055450,0.500250130276185
"CHANDIGARH","P","Total","NeverMarried","In Hearing",913,2475,0.368888888888889,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","Mental Retardation",891,1090,0.81743119266055,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","In Movement",1285,3815,0.336828309305374,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","In Seeing",679,1774,0.382750845546787,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","Multiple Disability",769,1342,0.573025335320417,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","In Speech",485,961,0.50468262226847,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","Total disabled population",6665,14796,0.450459583671262,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","Mental Illness",449,756,0.593915343915344,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","NeverMarried","Any Other",1194,2583,0.462253193960511,492014,1055450,0.466165142830072
"CHANDIGARH","P","Total","Seperated","Mental Illness",7,756,0.00925925925925926,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","In Movement",20,3815,0.00524246395806029,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","In Seeing",7,1774,0.00394588500563698,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","Multiple Disability",4,1342,0.0029806259314456,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","Any Other",8,2583,0.00309717382888115,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","In Speech",1,961,0.00104058272632674,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","Total disabled population",65,14796,0.00439307921059746,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","In Hearing",7,2475,0.00282828282828283,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Seperated","Mental Retardation",11,1090,0.0100917431192661,2074,1055450,0.00196503860912407
"CHANDIGARH","P","Total","Widowed","Any Other",129,2583,0.0499419279907085,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","Multiple Disability",144,1342,0.107302533532042,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","In Speech",33,961,0.0343392299687825,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","Mental Illness",38,756,0.0502645502645503,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","In Hearing",226,2475,0.0913131313131313,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","In Seeing",186,1774,0.104847801578354,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","Total disabled population",1171,14796,0.0791430116247634,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","In Movement",398,3815,0.1043250327654,31857,1055450,0.030183334122886
"CHANDIGARH","P","Total","Widowed","Mental Retardation",17,1090,0.0155963302752294,31857,1055450,0.030183334122886
"CHANDIGARH","P","Urban","Divorced","Mental Illness",24,736,0.0326086956521739,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","Any Other",7,2543,0.0027526543452615,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","Mental Retardation",3,1074,0.00279329608938547,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","In Seeing",5,1743,0.00286861732644865,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","Total disabled population",69,14450,0.00477508650519031,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","In Speech",1,912,0.00109649122807018,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","Multiple Disability",7,1313,0.00533130236100533,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","In Movement",14,3686,0.00379815518176886,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Divorced","In Hearing",8,2443,0.00327466230045027,1496,1026459,0.00145743765703258
"CHANDIGARH","P","Urban","Married","In Movement",2021,3686,0.548290830168204,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","Mental Illness",232,736,0.315217391304348,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","Multiple Disability",415,1313,0.316070068545316,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","In Seeing",884,1743,0.507171543316122,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","Mental Retardation",167,1074,0.155493482309125,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","Total disabled population",6668,14450,0.461453287197232,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","In Hearing",1303,2443,0.533360622185837,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","In Speech",414,912,0.453947368421053,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","Married","Any Other",1232,2543,0.484467164766024,513628,1026459,0.500388227878561
"CHANDIGARH","P","Urban","NeverMarried","In Hearing",902,2443,0.369218174375767,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","Mental Illness",435,736,0.591032608695652,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","In Movement",1245,3686,0.33776451437873,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","Mental Retardation",877,1074,0.81657355679702,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","Total disabled population",6501,14450,0.449896193771626,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","Multiple Disability",745,1313,0.567402894135567,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","In Speech",466,912,0.510964912280702,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","In Seeing",664,1743,0.380952380952381,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","NeverMarried","Any Other",1167,2543,0.458906802988596,478052,1026459,0.46572926926453
"CHANDIGARH","P","Urban","Seperated","In Speech",1,912,0.00109649122807018,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","In Hearing",7,2443,0.00286532951289398,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","Multiple Disability",4,1313,0.00304645849200305,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","In Movement",19,3686,0.00515463917525773,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","In Seeing",7,1743,0.00401606425702811,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","Mental Illness",7,736,0.00951086956521739,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","Any Other",8,2543,0.00314589068029886,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","Mental Retardation",11,1074,0.0102420856610801,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Seperated","Total disabled population",64,14450,0.00442906574394464,2028,1026459,0.00197572431046929
"CHANDIGARH","P","Urban","Widowed","Any Other",129,2543,0.0507274872198191,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","Total disabled population",1148,14450,0.0794463667820069,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","In Seeing",183,1743,0.104991394148021,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","In Speech",30,912,0.0328947368421053,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","In Hearing",223,2443,0.0912812116250512,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","Multiple Disability",142,1313,0.108149276466108,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","Mental Retardation",16,1074,0.0148975791433892,31255,1026459,0.0304493408894072
"CHANDIGARH","P","Urban","Widowed","In Movement",387,3686,0.104991861096039,31255,1026459,0.0304493408894072
